Kod_stacji, Nazwa_stacji, Rok, Miesiac, Srednie_miesieczne_zachmurzenie_ogolne, Status_pomiaru_NOS, Srednia_miesieczna_predkosc_wiatru, Status_pomiaru_FWS, Srednia_miesieczna_temperatura, Status_pomiaru_TEMP, Srednie_miesieczne_cisnienie_pary_wodnej, Status_pomiaru_CPW, Srednia_miesieczna_wilgotnosc_wzgledna, Status_pomiaru_WLGS, Srednie_miesieczne_cisnienie_na_poziomie_stacji, Status_pomiaru_PPPS, Srednie_miesieczne_cisnienie_na_pozimie_morza, Status_pomiaru_PPPM, Suma_opadu_dzien, Status_pomiaru_WODZ, Suma_opadu_noc, Status_pomiaru_WONO
349190650,KASPROWY WIERCH,2023,12,6.6,,8.6,,-4.9,,3.5,,81.3,,791.9,,.0,8,41.2,,34.5,
349200628,HALA G�SIENICOWA,2023,01,.0,8,3.6,,-2.3,,4.0,,76.1,,842.1,,.0,8,79.6,,57.5,
349200628,HALA G�SIENICOWA,2023,02,.0,8,3.2,,-4.9,,3.3,,73.4,,846.9,,.0,8,50.5,,53.7,
349200628,HALA G�SIENICOWA,2023,03,.0,8,3.8,,-1.3,,4.0,,70.1,,838.8,,.0,8,59.0,,42.1,
349200628,HALA G�SIENICOWA,2023,04,.0,8,2.5,,-.5,,4.9,,81.9,,842.4,,.0,8,79.3,,76.4,
349200628,HALA G�SIENICOWA,2023,05,.0,8,2.6,,6.1,,7.0,,74.7,,849.2,,.0,8,103.0,,50.2,
349200628,HALA G�SIENICOWA,2023,06,.0,8,2.3,,9.8,,10.0,,81.2,,848.7,,.0,8,146.8,,70.5,
349200628,HALA G�SIENICOWA,2023,07,.0,8,2.7,,12.9,,10.7,,73.1,,848.4,,.0,8,120.9,,27.3,
349200628,HALA G�SIENICOWA,2023,08,.0,8,2.8,,14.1,,12.1,,75.5,,849.0,,.0,8,109.6,,158.8,
349200628,HALA G�SIENICOWA,2023,09,.0,8,3.3,,11.5,,10.6,,78.4,,852.6,,.0,8,128.9,,45.7,
349200628,HALA G�SIENICOWA,2023,10,.0,8,4.0,,6.6,,7.6,,77.2,,844.4,,.0,8,109.0,,90.5,
349200628,HALA G�SIENICOWA,2023,11,.0,8,4.2,,-1.7,,4.7,,84.5,,835.3,,.0,8,121.6,,92.5,
349200628,HALA G�SIENICOWA,2023,12,.0,8,3.6,,-1.4,,3.9,,72.3,,839.9,,.0,8,42.2,,41.3,
349200660,NOWY S�CZ,2023,01,.0,8,.0,8,2.6,,6.2,,83.7,,981.5,,1018.0,,36.4,,41.7,
349200660,NOWY S�CZ,2023,02,.0,8,2.3,,1.4,,5.3,,76.5,,987.8,,1024.7,,20.9,,19.3,
349200660,NOWY S�CZ,2023,03,.0,8,.0,8,5.6,,6.0,,66.9,,976.3,,1012.3,,20.4,,17.4,
349200660,NOWY S�CZ,2023,04,.0,8,1.8,,7.6,,7.5,,73.2,,980.0,,1015.9,,32.8,,33.0,
349200660,NOWY S�CZ,2023,05,.0,8,1.6,,12.6,,10.1,,71.0,,985.2,,1020.6,,31.2,,15.1,
349200660,NOWY S�CZ,2023,06,.0,8,1.4,,17.1,,14.1,,73.4,,982.0,,1016.7,,46.4,,22.9,
349200660,NOWY S�CZ,2023,07,.0,8,1.3,,19.7,,15.9,,71.7,,979.7,,1014.0,,140.8,,21.6,
349200660,NOWY S�CZ,2023,08,.0,8,1.2,,20.1,,18.0,,77.5,,980.2,,1014.5,,85.7,,76.1,
349200660,NOWY S�CZ,2023,09,.0,8,1.3,,17.3,,15.2,,79.5,,985.7,,1020.5,,61.1,,18.3,
349200660,NOWY S�CZ,2023,10,.0,8,.0,8,12.1,,.0,8,.0,8,978.7,,1014.0,,46.7,,30.9,
349200660,NOWY S�CZ,2023,11,.0,8,.0,8,4.8,,7.1,,80.9,,972.7,,1008.7,,20.6,,35.3,
349200660,NOWY S�CZ,2023,12,.0,8,.0,8,1.5,,5.7,,82.6,,978.4,,1015.0,,18.7,,23.0,
349210670,KROSNO,2023,01,.0,8,3.2,,2.5,,6.5,,88.0,,977.1,,1018.1,,38.8,,55.4,
349210670,KROSNO,2023,02,.0,8,3.4,,.4,,5.2,,80.7,,982.8,,1024.3,,25.6,,31.8,
349210670,KROSNO,2023,03,.0,8,3.7,,5.1,,6.1,,68.8,,971.9,,1012.3,,32.2,,19.0,
349210670,KROSNO,2023,04,.0,8,2.9,,7.6,,7.5,,72.5,,975.3,,1015.5,,21.1,,13.7,
349210670,KROSNO,2023,05,.0,8,2.6,,13.0,,10.2,,69.6,,980.8,,1020.4,,24.2,,12.5,
349210670,KROSNO,2023,06,.0,8,2.1,,16.7,,14.3,,76.2,,977.5,,1016.5,,73.7,,61.1,
349210670,KROSNO,2023,07,.0,8,2.6,,19.6,,16.1,,72.8,,975.3,,1013.8,,69.7,,29.5,
349210670,KROSNO,2023,08,.0,8,2.3,,20.2,,18.0,,77.5,,976.1,,1014.5,,42.1,,52.1,
349210670,KROSNO,2023,09,.0,8,2.5,,17.6,,15.4,,78.7,,981.5,,1020.5,,59.6,,9.9,
349210670,KROSNO,2023,10,.0,8,3.4,,11.9,,11.2,,79.8,,974.6,,1014.1,,50.3,,47.3,
349210670,KROSNO,2023,11,.0,8,3.4,,4.2,,7.3,,86.1,,968.4,,1008.7,,38.2,,44.8,
349210670,KROSNO,2023,12,.0,8,3.6,,1.1,,6.0,,89.3,,974.0,,1015.0,,30.6,,25.5,
349220690,LESKO,2023,01,.0,8,2.8,,2.4,,6.3,,85.2,,966.4,,1018.3,,34.3,,50.0,
349220690,LESKO,2023,02,.0,8,3.0,,.0,,.0,8,.0,8,971.7,,1024.4,,36.1,,30.2,
349220690,LESKO,2023,03,.0,8,3.2,,4.5,,5.8,,68.7,,961.4,,1012.7,,45.6,,38.2,
349220690,LESKO,2023,04,.0,8,2.3,,6.7,,7.1,,73.0,,964.5,,1015.5,,53.7,,21.3,
349220690,LESKO,2023,05,.0,8,2.2,,12.5,,10.1,,70.9,,970.2,,1020.4,,25.9,,15.7,
349220690,LESKO,2023,06,.0,8,2.0,,16.1,,14.0,,77.8,,967.2,,1016.6,,68.1,,29.6,
349220690,LESKO,2023,07,.0,8,2.2,,18.8,,15.7,,74.3,,965.2,,1014.1,,85.3,,18.6,
349220690,LESKO,2023,08,.0,8,1.9,,19.7,,17.7,,78.3,,966.1,,1014.8,,34.8,,41.0,
349220690,LESKO,2023,09,.0,8,2.0,,16.8,,14.8,,79.5,,971.3,,1020.9,,45.5,,9.9,
349220690,LESKO,2023,10,.0,8,3.1,,11.8,,10.6,,76.0,,964.5,,1014.5,,31.2,,41.8,
349220690,LESKO,2023,11,.0,8,2.9,,4.2,,6.8,,80.9,,957.8,,1009.0,,33.5,,36.7,
349220690,LESKO,2023,12,.0,8,3.0,,1.3,,5.6,,82.9,,963.3,,1015.2,,34.7,,36.4,
350150500,JELENIA G�RA,2023,01,.0,8,2.9,,2.7,,6.2,,82.4,,974.7,,1017.1,,21.3,,13.0,
350150500,JELENIA G�RA,2023,02,.0,8,3.0,,1.1,,5.8,,82.8,,982.6,,1025.6,,28.1,,23.2,
350150500,JELENIA G�RA,2023,03,.0,8,3.0,,4.5,,6.5,,76.4,,969.5,,1011.4,,12.0,,18.0,
350150500,JELENIA G�RA,2023,04,.0,8,2.0,,5.9,,7.5,,80.9,,975.4,,1017.3,,36.9,,23.4,
350150500,JELENIA G�RA,2023,05,.0,8,2.5,,11.6,,9.8,,74.2,,979.7,,1021.0,,8.6,,20.5,
350150500,JELENIA G�RA,2023,06,.0,8,1.9,,16.2,,13.9,,77.5,,977.0,,1017.5,,18.3,,49.4,
350150500,JELENIA G�RA,2023,07,.0,8,2.2,,18.7,,14.9,,72.9,,973.5,,1013.5,,17.6,,45.0,
350150500,JELENIA G�RA,2023,08,.0,8,1.9,,18.0,,16.2,,79.7,,974.1,,1014.2,,73.4,,94.8,
350150500,JELENIA G�RA,2023,09,.0,8,1.7,,15.6,,13.9,,80.5,,979.0,,1019.7,,6.0,,17.4,
350150500,JELENIA G�RA,2023,10,.0,8,2.5,,11.1,,10.6,,81.0,,971.4,,1012.4,,27.8,,30.8,
350150500,JELENIA G�RA,2023,11,.0,8,3.1,,4.5,,6.9,,80.4,,965.7,,1007.4,,31.8,,37.8,
350150500,JELENIA G�RA,2023,12,.0,8,.0,8,1.9,,5.9,,82.6,,971.2,,1013.6,,28.1,,29.7,
350150510,�NIE�KA,2023,01,6.9,,13.5,,-4.5,,4.1,,90.2,,830.5,,.0,8,50.0,,56.1,
350150510,�NIE�KA,2023,02,6.2,,16.0,,-5.2,,3.4,,79.7,,836.5,,.0,8,29.3,,18.4,
350150510,�NIE�KA,2023,03,6.7,,12.3,,-3.2,,4.2,,83.1,,826.9,,.0,8,59.6,,71.1,
350150510,�NIE�KA,2023,04,6.5,,9.9,,-2.4,,4.9,,92.4,,832.9,,.0,8,54.0,,25.4,
350150510,�NIE�KA,2023,05,5.3,,8.7,,3.6,,6.4,,81.1,,839.7,,.0,8,29.0,,22.7,
350150510,�NIE�KA,2023,06,5.6,,8.6,,8.3,,9.2,,82.7,,839.8,,.0,8,43.7,,29.9,
350150510,�NIE�KA,2023,07,5.6,,8.3,,10.5,,9.7,,77.4,,837.8,,.0,8,26.7,,43.0,
350150510,�NIE�KA,2023,08,6.0,,8.4,,10.7,,11.3,,87.1,,838.2,,.0,8,103.5,,94.1,
350150510,�NIE�KA,2023,09,4.8,,8.5,,10.1,,10.0,,82.5,,842.2,,.0,8,6.1,,15.6,
350150510,�NIE�KA,2023,10,6.9,,12.8,,4.2,,7.6,,90.9,,832.6,,.0,8,53.2,,58.4,
350150510,�NIE�KA,2023,11,7.6,,13.8,,-3.9,,4.6,,96.2,,823.4,,.0,8,51.4,,82.3,
350150510,�NIE�KA,2023,12,7.3,,17.0,,-4.0,,4.1,,90.3,,827.7,,.0,8,78.2,,79.2,
350160520,K�ODZKO,2023,01,.0,8,3.6,,2.5,,6.5,,87.5,,973.6,,1017.7,,7.2,,5.9,
350160520,K�ODZKO,2023,02,.0,8,3.3,,1.3,,5.6,,80.8,,981.1,,1025.8,,6.4,,7.2,
350160520,K�ODZKO,2023,03,.0,8,4.0,,4.9,,6.5,,73.1,,968.4,,1011.9,,8.6,,8.6,
350160520,K�ODZKO,2023,04,.0,8,2.4,,6.3,,7.4,,76.8,,973.5,,1017.0,,38.3,,23.9,
350160520,K�ODZKO,2023,05,.0,8,2.1,,11.3,,9.6,,73.0,,978.0,,1021.0,,16.5,,17.3,
350160520,K�ODZKO,2023,06,.0,8,1.8,,16.2,,13.4,,73.8,,975.3,,1017.3,,32.9,,26.2,
350160520,K�ODZKO,2023,07,.0,8,2.3,,18.8,,14.4,,69.5,,972.3,,1013.8,,29.2,,52.2,
350160520,K�ODZKO,2023,08,.0,8,2.4,,18.8,,16.0,,75.6,,972.8,,1014.4,,50.4,,98.3,
350160520,K�ODZKO,2023,09,.0,8,2.2,,16.5,,14.1,,77.5,,977.8,,1019.9,,.0,,38.6,
350160520,K�ODZKO,2023,10,.0,8,3.3,,11.3,,10.9,,81.0,,970.5,,1013.1,,14.8,,32.9,
350160520,K�ODZKO,2023,11,.0,8,3.9,,4.4,,7.1,,81.6,,964.6,,1008.0,,34.7,,27.9,
350160520,K�ODZKO,2023,12,.0,8,4.1,,2.4,,6.1,,82.1,,970.4,,1014.4,,17.5,,17.7,
350170530,OPOLE,2023,01,.0,8,2.8,,3.5,,6.7,,84.2,,996.8,,1017.1,,21.7,,18.0,
350170530,OPOLE,2023,02,.0,8,3.1,,2.4,,5.9,,79.4,,1004.2,,1024.7,,26.9,,18.4,
350170530,OPOLE,2023,03,.0,8,2.9,,5.9,,6.7,,71.1,,991.3,,1011.4,,18.0,,10.8,
350170530,OPOLE,2023,04,.0,8,2.6,,8.0,,8.0,,74.7,,996.4,,1016.4,,30.1,,20.6,
350170530,OPOLE,2023,05,.0,8,2.4,,13.5,,9.7,,65.0,,1000.9,,1020.6,,35.6,,26.8,
350170530,OPOLE,2023,06,.0,8,.0,8,18.6,,13.8,,66.3,,997.3,,1016.6,,36.5,,32.1,
350170530,OPOLE,2023,07,.0,8,1.9,,20.7,,15.2,,65.5,,994.1,,1013.2,,38.4,,9.8,
350170530,OPOLE,2023,08,.0,8,1.9,,20.2,,17.4,,75.4,,994.7,,1013.8,,87.1,,44.0,
350170530,OPOLE,2023,09,.0,8,1.8,,18.2,,15.3,,75.7,,1000.1,,1019.4,,9.9,,24.4,
350170530,OPOLE,2023,10,.0,8,2.3,,12.4,,11.6,,80.3,,992.9,,1012.5,,42.5,,49.1,
350170530,OPOLE,2023,11,.0,8,2.9,,5.5,,7.4,,80.1,,987.5,,1007.5,,62.5,,47.4,
350170530,OPOLE,2023,12,.0,8,2.9,,2.9,,6.3,,81.5,,993.3,,1013.6,,20.9,,17.8,
350180540,RACIB�RZ,2023,01,.0,8,3.9,,3.5,,6.7,,84.0,,992.0,,1017.6,,10.6,,13.2,
350180540,RACIB�RZ,2023,02,.0,8,4.0,,2.3,,5.9,,79.0,,999.2,,1025.2,,14.9,,6.9,
350180540,RACIB�RZ,2023,03,.0,8,4.2,,5.8,,6.8,,72.7,,986.7,,1012.0,,9.0,,6.5,
350180540,RACIB�RZ,2023,04,.0,8,3.2,,7.7,,8.1,,76.6,,991.1,,1016.3,,35.4,,13.2,
350180540,RACIB�RZ,2023,05,.0,8,2.9,,13.2,,10.2,,68.9,,995.5,,1020.3,,30.6,,26.7,
350180540,RACIB�RZ,2023,06,.0,8,2.6,,18.0,,14.1,,69.2,,992.3,,1016.6,,27.7,,27.6,
350180540,RACIB�RZ,2023,07,.0,8,2.6,,20.1,,15.8,,69.8,,989.5,,1013.6,,37.3,,17.8,
350180540,RACIB�RZ,2023,08,.0,8,2.7,,19.9,,17.3,,76.2,,990.0,,1014.1,,34.1,,46.5,
350180540,RACIB�RZ,2023,09,.0,8,2.4,,18.0,,15.4,,76.7,,995.3,,1019.7,,23.7,,36.2,
350180540,RACIB�RZ,2023,10,.0,8,3.0,,12.6,,11.8,,80.2,,988.4,,1013.1,,36.8,,27.8,
350180540,RACIB�RZ,2023,11,.0,8,3.9,,5.4,,7.7,,83.3,,982.9,,1008.2,,27.8,,34.9,
350180540,RACIB�RZ,2023,12,.0,8,4.0,,2.6,,6.3,,84.1,,988.8,,1014.5,,19.0,,19.6,
350190550,CZ�STOCHOWA,2023,01,.0,8,2.5,,2.6,,6.5,,86.7,,980.6,,1017.1,,16.5,,25.6,
350190550,CZ�STOCHOWA,2023,02,.0,8,2.7,,1.1,,5.5,,80.3,,987.2,,1024.3,,40.6,,14.8,
350190550,CZ�STOCHOWA,2023,03,.0,8,2.6,,4.8,,6.4,,72.5,,975.3,,1011.4,,15.5,,15.2,
350190550,CZ�STOCHOWA,2023,04,.0,8,2.6,,7.7,,7.5,,72.2,,980.3,,1016.2,,22.7,,25.1,
350190550,CZ�STOCHOWA,2023,05,.0,8,2.5,,13.0,,9.0,,62.3,,985.5,,1020.9,,30.3,,22.1,
350190550,CZ�STOCHOWA,2023,06,.0,8,2.0,,17.9,,13.0,,64.7,,982.0,,1016.7,,19.6,,44.2,
350190550,CZ�STOCHOWA,2023,07,.0,8,.0,8,19.9,,14.8,,66.2,,978.9,,1013.3,,17.2,,71.8,
350190550,CZ�STOCHOWA,2023,08,.0,8,1.7,,19.9,,16.9,,74.3,,.0,8,.0,8,61.1,,49.7,
350190550,CZ�STOCHOWA,2023,09,.0,8,1.7,,18.1,,14.5,,72.0,,985.1,,1019.8,,6.1,,18.4,
350190550,CZ�STOCHOWA,2023,10,.0,8,1.9,,11.3,,11.3,,83.3,,977.4,,1012.8,,46.3,,39.3,
350190550,CZ�STOCHOWA,2023,11,.0,8,.0,8,4.2,,.0,8,85.0,,.0,8,.0,8,33.2,,39.2,
350190550,CZ�STOCHOWA,2023,12,.0,8,2.5,,1.7,,6.1,,86.7,,977.0,,1013.6,,37.7,,42.4,
350190560,KATOWICE-MUCHOWIEC,2023,01,.0,8,2.8,,2.9,,6.5,,85.5,,982.9,,1017.6,,28.0,,32.4,
350190560,KATOWICE-MUCHOWIEC,2023,02,.0,8,2.9,,1.3,,5.6,,80.1,,989.8,,1024.9,,45.2,,25.4,
350190560,KATOWICE-MUCHOWIEC,2023,03,.0,8,3.0,,5.4,,6.4,,70.5,,977.7,,1011.9,,16.8,,18.0,
350190560,KATOWICE-MUCHOWIEC,2023,04,.0,8,2.1,,7.9,,7.6,,72.1,,982.1,,1016.1,,18.2,,22.8,
350190560,KATOWICE-MUCHOWIEC,2023,05,.0,8,2.5,,12.9,,9.6,,66.3,,987.0,,1020.5,,42.5,,35.0,
350190560,KATOWICE-MUCHOWIEC,2023,06,.0,8,2.1,,17.7,,13.5,,68.3,,983.7,,1016.6,,37.2,,54.6,
350190560,KATOWICE-MUCHOWIEC,2023,07,.0,8,.0,8,19.8,,.0,8,70.6,,.0,8,.0,8,26.1,,40.7,
350190560,KATOWICE-MUCHOWIEC,2023,08,.0,8,2.0,,19.6,,17.8,,79.4,,981.6,,1014.2,,50.7,,46.1,
350190560,KATOWICE-MUCHOWIEC,2023,09,.0,8,1.6,,17.5,,15.3,,79.1,,986.9,,1020.0,,16.2,,27.7,
350190560,KATOWICE-MUCHOWIEC,2023,10,.0,8,2.5,,11.7,,11.5,,83.4,,979.8,,1013.3,,41.3,,38.8,
350190560,KATOWICE-MUCHOWIEC,2023,11,.0,8,3.0,,4.8,,7.5,,84.8,,974.0,,1008.1,,35.5,,46.6,
350190560,KATOWICE-MUCHOWIEC,2023,12,.0,8,3.3,,2.3,,6.2,,84.4,,979.7,,1014.3,,46.9,,36.6,
350190566,KRAK�W-BALICE,2023,01,6.7,,2.9,,2.5,,6.4,,86.7,,987.8,,1017.9,,22.9,,26.1,
350190566,KRAK�W-BALICE,2023,02,6.2,,4.1,,1.3,,5.6,,79.7,,994.5,,1024.9,,27.1,,22.5,
350190566,KRAK�W-BALICE,2023,03,5.8,,3.5,,5.4,,6.5,,71.3,,982.5,,1012.1,,12.2,,10.2,
350190566,KRAK�W-BALICE,2023,04,5.7,,3.0,,8.0,,7.6,,71.9,,986.7,,1016.1,,18.9,,24.1,
350190566,KRAK�W-BALICE,2023,05,4.9,,3.4,,12.9,,10.2,,70.0,,991.7,,1020.8,,43.3,,32.7,
350190566,KRAK�W-BALICE,2023,06,4.3,,2.9,,17.8,,13.9,,69.7,,988.3,,1016.8,,14.5,,33.9,
350190566,KRAK�W-BALICE,2023,07,4.2,,2.5,,20.2,,15.7,,69.4,,985.6,,1013.8,,64.6,,16.5,
350190566,KRAK�W-BALICE,2023,08,4.7,,2.0,,20.1,,17.9,,77.5,,986.2,,1014.4,,49.0,,51.8,
350190566,KRAK�W-BALICE,2023,09,3.5,,1.8,,17.7,,15.4,,78.4,,991.7,,1020.3,,55.7,,30.9,
350190566,KRAK�W-BALICE,2023,10,5.6,,2.8,,11.5,,11.3,,82.7,,984.6,,1013.6,,31.7,,35.9,
350190566,KRAK�W-BALICE,2023,11,6.4,,3.8,,4.7,,7.4,,84.6,,978.8,,1008.3,,34.4,,38.5,
350190566,KRAK�W-BALICE,2023,12,6.6,,4.2,,2.0,,6.1,,85.3,,984.5,,1014.5,,27.0,,27.3,
350200570,KIELCE-SUK�W,2023,01,.0,8,2.4,,2.0,,6.4,,89.7,,985.0,,1017.4,,17.4,,26.9,
350200570,KIELCE-SUK�W,2023,02,.0,8,.0,8,.6,,.0,8,81.2,,.0,8,.0,8,26.7,,24.0,
350200570,KIELCE-SUK�W,2023,03,.0,8,.0,8,4.0,,.0,8,76.0,,.0,8,.0,8,25.2,,13.3,
350200570,KIELCE-SUK�W,2023,04,.0,8,.0,8,7.5,,.0,8,74.2,,.0,8,.0,8,21.0,,31.5,
350200570,KIELCE-SUK�W,2023,05,.0,8,2.6,,12.6,,9.4,,65.9,,989.7,,1021.1,,39.3,,28.8,
350200570,KIELCE-SUK�W,2023,06,.0,8,1.9,,17.0,,13.6,,71.7,,985.9,,1016.7,,32.5,,10.9,
350200570,KIELCE-SUK�W,2023,07,.0,8,1.9,,19.3,,15.3,,71.8,,982.9,,1013.4,,48.3,,29.3,
350200570,KIELCE-SUK�W,2023,08,.0,8,1.8,,19.6,,18.0,,80.3,,983.7,,1014.2,,45.9,,44.2,
350200570,KIELCE-SUK�W,2023,09,.0,8,1.8,,17.1,,15.2,,80.6,,989.4,,1020.3,,22.9,,10.3,
350200570,KIELCE-SUK�W,2023,10,.0,8,2.1,,10.6,,11.3,,87.0,,981.7,,1013.1,,34.3,,44.1,
350200570,KIELCE-SUK�W,2023,11,.0,8,2.7,,3.4,,7.2,,89.4,,975.8,,1007.8,,26.0,,33.9,
350200570,KIELCE-SUK�W,2023,12,.0,8,.0,8,1.2,,6.2,,89.9,,981.1,,1013.6,,30.0,,24.1,
350200575,TARN�W,2023,01,.0,8,1.6,,3.3,,6.7,,85.8,,990.9,,1017.0,,28.7,,43.9,
350200575,TARN�W,2023,02,.0,8,1.8,,2.0,,5.6,,77.6,,997.9,,1024.3,,21.6,,14.7,
350200575,TARN�W,2023,03,.0,8,1.8,,6.1,,6.4,,67.9,,986.2,,1012.0,,20.4,,8.9,
350200575,TARN�W,2023,04,.0,8,1.5,,8.4,,7.9,,73.2,,990.2,,1015.8,,35.7,,23.3,
350200575,TARN�W,2023,05,.0,8,1.5,,13.5,,10.3,,68.6,,995.4,,1020.7,,44.6,,27.7,
350200575,TARN�W,2023,06,.0,8,.0,8,17.9,,14.4,,72.0,,991.8,,1016.6,,27.6,,11.6,
350200575,TARN�W,2023,07,.0,8,.0,8,20.6,,16.2,,70.1,,989.1,,1013.6,,129.9,,20.6,
350200575,TARN�W,2023,08,.0,8,.0,8,20.7,,18.5,,76.9,,989.8,,1014.3,,62.7,,65.9,
350200575,TARN�W,2023,09,.0,8,1.1,,17.9,,15.9,,80.0,,995.4,,1020.3,,65.2,,25.1,
350200575,TARN�W,2023,10,.0,8,.0,8,12.6,,.0,8,79.2,,.0,8,.0,8,15.2,,31.6,
350200575,TARN�W,2023,11,.0,8,1.6,,5.1,,7.5,,83.1,,982.6,,1008.3,,28.9,,36.0,
350200575,TARN�W,2023,12,.0,8,1.7,,2.5,,6.1,,82.2,,988.2,,1014.3,,.0,8,.0,8
350210585,SANDOMIERZ,2023,01,.0,8,3.2,,2.4,,6.6,,89.9,,990.1,,1017.3,,32.7,,28.2,
350210585,SANDOMIERZ,2023,02,.0,8,3.8,,1.0,,5.4,,80.3,,995.6,,1023.1,,17.4,,18.6,
350210585,SANDOMIERZ,2023,03,.0,8,3.5,,4.9,,6.4,,72.5,,984.5,,1011.3,,22.1,,9.4,
350210585,SANDOMIERZ,2023,04,.0,8,3.1,,8.4,,7.8,,72.3,,988.9,,1015.5,,21.8,,23.3,
350210585,SANDOMIERZ,2023,05,.0,8,2.8,,13.2,,9.9,,66.8,,994.6,,1021.0,,47.1,,22.9,
350210585,SANDOMIERZ,2023,06,.0,8,2.4,,17.6,,14.4,,72.4,,990.6,,1016.4,,25.3,,11.4,
350210585,SANDOMIERZ,2023,07,.0,8,2.5,,20.2,,16.4,,71.5,,987.5,,1013.0,,112.9,,27.3,
350210585,SANDOMIERZ,2023,08,.0,8,2.3,,20.5,,18.7,,78.4,,988.5,,1014.0,,47.2,,41.6,
350210585,SANDOMIERZ,2023,09,.0,8,2.2,,18.0,,16.0,,78.7,,994.3,,1020.1,,28.9,,3.7,
350210585,SANDOMIERZ,2023,10,.0,8,3.0,,11.3,,11.6,,85.4,,986.6,,1012.9,,27.8,,38.7,
350210585,SANDOMIERZ,2023,11,.0,8,3.4,,3.8,,7.3,,87.3,,980.8,,1007.7,,24.9,,30.3,
350210585,SANDOMIERZ,2023,12,.0,8,3.6,,1.3,,.0,8,.0,8,986.2,,1013.4,,19.7,,9.3,
350220580,RZESZ�W-JASIONKA,2023,01,6.9,,4.0,,3.1,,6.9,,89.0,,990.7,,1017.7,,34.5,,45.3,
350220580,RZESZ�W-JASIONKA,2023,02,6.4,,5.0,,1.5,,5.5,,79.2,,996.3,,1023.6,,20.8,,25.1,
350220580,RZESZ�W-JASIONKA,2023,03,5.9,,4.5,,5.5,,6.5,,70.7,,985.2,,1011.8,,38.4,,13.7,
350220580,RZESZ�W-JASIONKA,2023,04,5.9,,3.3,,8.2,,7.9,,74.0,,989.0,,1015.5,,31.9,,13.5,
350220580,RZESZ�W-JASIONKA,2023,05,4.8,,3.4,,13.2,,10.6,,71.0,,994.6,,1020.7,,29.4,,17.2,
350220580,RZESZ�W-JASIONKA,2023,06,5.0,,2.9,,17.4,,15.1,,76.8,,990.8,,1016.4,,28.2,,23.0,
350220580,RZESZ�W-JASIONKA,2023,07,4.7,,3.1,,20.7,,16.5,,70.5,,988.1,,1013.3,,36.4,,27.0,
350220580,RZESZ�W-JASIONKA,2023,08,4.5,,2.6,,20.8,,18.6,,77.3,,989.0,,1014.2,,43.5,,27.2,
350220580,RZESZ�W-JASIONKA,2023,09,3.1,,2.6,,17.7,,15.6,,79.4,,994.7,,1020.4,,35.8,,12.6,
350220580,RZESZ�W-JASIONKA,2023,10,5.5,,4.0,,12.1,,11.3,,79.4,,987.5,,1013.5,,45.2,,36.0,
350220580,RZESZ�W-JASIONKA,2023,11,6.2,,4.1,,4.5,,7.2,,83.5,,981.6,,1008.2,,36.0,,33.5,
350220580,RZESZ�W-JASIONKA,2023,12,6.5,,5.0,,1.8,,5.9,,83.3,,987.1,,1014.2,,35.0,,25.5,
350230595,ZAMO��,2023,01,.0,8,4.2,,2.4,,6.5,,87.3,,989.8,,1017.5,,30.7,,33.7,
350230595,ZAMO��,2023,02,.0,8,5.5,,.5,,5.1,,78.9,,994.6,,1022.6,,6.9,,22.3,
350230595,ZAMO��,2023,03,.0,8,4.8,,4.7,,6.3,,72.7,,983.9,,1011.3,,28.1,,16.0,
350230595,ZAMO��,2023,04,.0,8,3.6,,7.8,,7.9,,75.6,,988.4,,1015.5,,24.9,,20.8,
350230595,ZAMO��,2023,05,.0,8,3.3,,12.4,,9.8,,69.6,,994.4,,1021.3,,44.6,,17.0,
350230595,ZAMO��,2023,06,.0,8,2.9,,16.7,,14.3,,76.0,,990.1,,1016.4,,54.5,,26.7,
350230595,ZAMO��,2023,07,.0,8,3.3,,19.8,,15.8,,71.3,,987.0,,1013.0,,64.2,,44.1,
350230595,ZAMO��,2023,08,.0,8,2.9,,20.7,,17.8,,74.4,,988.3,,1014.2,,22.0,,35.0,
350230595,ZAMO��,2023,09,.0,8,2.4,,17.1,,15.1,,79.1,,994.2,,1020.6,,19.7,,5.5,
350230595,ZAMO��,2023,10,.0,8,4.5,,11.4,,11.1,,81.2,,986.3,,1013.0,,24.9,,54.2,
350230595,ZAMO��,2023,11,.0,8,4.4,,3.8,,7.0,,84.9,,980.5,,1007.8,,22.7,,24.1,
350230595,ZAMO��,2023,12,.0,8,5.6,,1.0,,5.9,,87.0,,985.6,,1013.3,,26.4,,20.6,
351150400,ZIELONA G�RA,2023,01,.0,8,3.2,,3.0,,6.9,,90.1,,991.9,,1015.8,,37.5,,22.2,
351150400,ZIELONA G�RA,2023,02,.0,8,3.2,,2.3,,6.1,,82.4,,1000.1,,1024.3,,37.1,,11.8,
351150400,ZIELONA G�RA,2023,03,.0,8,3.2,,5.0,,7.0,,78.3,,986.4,,1010.0,,28.7,,24.9,
351150400,ZIELONA G�RA,2023,04,.0,8,2.5,,7.7,,7.8,,73.5,,993.4,,1017.0,,34.0,,16.6,
351150400,ZIELONA G�RA,2023,05,.0,8,2.7,,13.6,,8.8,,58.3,,997.8,,1021.0,,19.0,,10.3,
351150400,ZIELONA G�RA,2023,06,.0,8,2.3,,19.0,,12.7,,58.9,,994.3,,1016.9,,29.8,,18.5,
