Kod_stacji,Nazwa_stacji,Rok,Miesiac,Srednia_miesieczna_temperatura,Status_pomiaru_TEMP,Srednia_miesieczna_wilgotnosc_wzgledna,Status_pomiaru_WLGS,Srednia_miesieczna_predkosc_wiatru,Status_pomiaru_FWS,Srednie_miesieczne_zachmurzenie_ogolne,Status_pomiaru_NOS
"252210050,""PU£TUSK"",""2020"",""08"",19.0,"""",74.1,"""",3.2,"""",4.7,"""""
"252210050,""PU£TUSK"",""2020"",""09"",14.3,"""",82.6,"""",1.8,"""",5.1,"""""
"252210050,""PU£TUSK"",""2020"",""10"",10.0,"""",89.4,"""",.0,""8"",7.2,"""""
"252210050,""PU£TUSK"",""2020"",""11"",5.1,"""",91.4,"""",2.4,"""",7.2,"""""
"252210050,""PU£TUSK"",""2020"",""12"",1.2,"""",91.2,"""",3.5,"""",7.6,"""""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""01"",2.5,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""02"",3.8,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""03"",4.6,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""04"",9.4,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""05"",12.0,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""06"",18.8,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""07"",19.2,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""08"",19.8,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""09"",15.1,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""10"",10.3,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""11"",5.7,"""",.0,""8"",.0,""8"",.0,""8"""
"252210170,""WARSZAWA-OBSERWATORIUM II"",""2020"",""12"",1.8,"""",.0,""8"",.0,""8"",.0,""8"""
"252220030,""SZEPIETOWO"",""2020"",""01"",1.7,"""",.0,""8"",.0,""8"",7.0,"""""
"252220030,""SZEPIETOWO"",""2020"",""02"",2.6,"""",.0,""8"",.0,""8"",6.1,"""""
"252220030,""SZEPIETOWO"",""2020"",""03"",3.8,"""",.0,""8"",.0,""8"",5.1,"""""
"252220030,""SZEPIETOWO"",""2020"",""04"",7.7,"""",.0,""8"",.0,""8"",4.4,"""""
"252220030,""SZEPIETOWO"",""2020"",""05"",11.1,"""",.0,""8"",.0,""8"",5.3,"""""
"252220030,""SZEPIETOWO"",""2020"",""06"",18.5,"""",.0,""8"",.0,""8"",5.6,"""""
"252220030,""SZEPIETOWO"",""2020"",""07"",18.2,"""",.0,""8"",.0,""8"",4.7,"""""
"252220030,""SZEPIETOWO"",""2020"",""08"",19.3,"""",.0,""8"",.0,""8"",4.5,"""""
"252220030,""SZEPIETOWO"",""2020"",""09"",14.7,"""",.0,""8"",.0,""8"",4.4,"""""
"252220030,""SZEPIETOWO"",""2020"",""10"",10.1,"""",.0,""8"",.0,""8"",6.7,"""""
"252220030,""SZEPIETOWO"",""2020"",""11"",5.0,"""",.0,""8"",.0,""8"",6.8,"""""
"252220030,""SZEPIETOWO"",""2020"",""12"",.8,"""",.0,""8"",.0,""8"",7.4,"""""
"252230120,""BIA£OWIE¯A"",""2020"",""01"",1.3,"""",90.0,"""",2.9,"""",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""02"",2.0,"""",83.3,"""",3.3,"""",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""03"",2.8,"""",72.7,"""",2.8,"""",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""04"",6.8,"""",54.3,"""",2.8,"""",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""05"",10.8,"""",69.7,"""",2.5,"""",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""06"",19.0,"""",73.6,"""",3.1,"""",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""07"",18.1,"""",69.8,"""",2.0,"""",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""08"",18.7,"""",73.7,"""",1.6,"""",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""09"",13.7,"""",82.1,"""",2.1,"""",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""10"",.0,""8"",.0,""8"",.0,""8"",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""11"",4.6,"""",94.0,"""",2.2,"""",.0,""8"""
"252230120,""BIA£OWIE¯A"",""2020"",""12"",.4,"""",92.9,"""",3.1,"""",.0,""8"""
"253140060,""GOLENIÓW"",""2020"",""01"",3.9,"""",.0,""8"",3.7,"""",6.2,"""""
"253140060,""GOLENIÓW"",""2020"",""02"",5.0,"""",.0,""8"",4.9,"""",6.3,"""""
"253140060,""GOLENIÓW"",""2020"",""03"",4.0,"""",.0,""8"",3.5,"""",4.4,"""""
"253140060,""GOLENIÓW"",""2020"",""04"",8.3,"""",.0,""8"",3.7,"""",3.2,"""""
"253140060,""GOLENIÓW"",""2020"",""05"",11.2,"""",.0,""8"",3.9,"""",4.7,"""""
"253140060,""GOLENIÓW"",""2020"",""06"",17.7,"""",.0,""8"",3.3,"""",4.6,"""""
"253140060,""GOLENIÓW"",""2020"",""07"",17.6,"""",.0,""8"",3.8,"""",5.2,"""""
"253140060,""GOLENIÓW"",""2020"",""08"",20.1,"""",.0,""8"",3.0,"""",4.1,"""""
"253140060,""GOLENIÓW"",""2020"",""09"",14.0,"""",.0,""8"",2.8,"""",4.3,"""""
"253140060,""GOLENIÓW"",""2020"",""10"",10.2,"""",.0,""8"",.0,""8"",6.2,"""""
"253140060,""GOLENIÓW"",""2020"",""11"",6.4,"""",.0,""8"",3.4,"""",6.4,"""""
"253140060,""GOLENIÓW"",""2020"",""12"",2.4,"""",.0,""8"",4.5,"""",6.5,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""01"",2.6,"""",.0,""8"",.0,""8"",6.6,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""02"",3.7,"""",.0,""8"",.0,""8"",6.2,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""03"",4.0,"""",.0,""8"",.0,""8"",4.8,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""04"",8.0,"""",.0,""8"",.0,""8"",3.4,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""05"",10.8,"""",.0,""8"",.0,""8"",4.7,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""06"",17.7,"""",.0,""8"",.0,""8"",5.2,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""07"",18.2,"""",.0,""8"",.0,""8"",4.8,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""08"",19.7,"""",.0,""8"",.0,""8"",4.3,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""09"",14.5,"""",.0,""8"",.0,""8"",5.3,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""10"",10.1,"""",.0,""8"",.0,""8"",6.3,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""11"",5.7,"""",.0,""8"",.0,""8"",7.0,"""""
"253170210,""CHRZ¥STOWO"",""2020"",""12"",1.6,"""",.0,""8"",.0,""8"",6.8,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""01"",1.6,"""",96.4,"""",3.5,"""",5.6,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""02"",2.0,"""",90.6,"""",.0,""8"",4.8,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""03"",2.8,"""",87.5,"""",3.4,"""",3.5,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""04"",6.5,"""",70.7,"""",3.8,"""",3.4,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""05"",10.2,"""",75.2,"""",3.9,"""",4.4,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""06"",18.5,"""",83.0,"""",3.2,"""",4.8,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""07"",17.3,"""",79.0,"""",3.0,"""",4.0,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""08"",17.6,"""",85.3,"""",2.2,"""",4.0,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""09"",13.4,"""",89.9,"""",3.1,"""",3.7,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""10"",9.5,"""",93.1,"""",3.1,"""",5.5,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""11"",4.5,"""",94.1,"""",2.8,"""",6.2,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2020"",""12"",.5,"""",93.7,"""",3.8,"""",5.8,"""""
"253220330,""MARIANOWO II"",""2020"",""01"",1.6,"""",.0,""8"",3.1,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""02"",2.5,"""",.0,""8"",3.6,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""03"",3.4,"""",71.1,"""",2.9,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""04"",7.2,"""",.0,""8"",3.0,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""05"",10.3,"""",71.2,"""",2.9,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""06"",18.5,"""",73.1,"""",2.6,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""07"",18.0,"""",71.4,"""",1.5,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""08"",18.7,"""",71.6,"""",1.7,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""09"",14.5,"""",80.6,"""",1.9,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""10"",9.9,"""",89.3,"""",2.3,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""11"",4.9,"""",93.8,"""",2.2,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2020"",""12"",.7,"""",92.3,"""",3.4,"""",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""01"",1.9,"""",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""02"",2.2,"""",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""03"",3.1,"""",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""04"",.0,""8"",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""05"",.0,""8"",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""06"",18.6,"""",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""07"",17.6,"""",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""08"",18.6,"""",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""09"",14.2,"""",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""10"",9.9,"""",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""11"",4.4,"""",.0,""8"",.0,""8"",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2020"",""12"",.3,"""",.0,""8"",.0,""8"",.0,""8"""
"254170210,""BORUCINO"",""2020"",""01"",3.0,"""",86.4,"""",7.0,"""",6.8,"""""
"254170210,""BORUCINO"",""2020"",""02"",3.4,"""",79.0,"""",8.6,"""",5.9,"""""
"254170210,""BORUCINO"",""2020"",""03"",3.3,"""",71.9,"""",5.4,"""",4.5,"""""
"254170210,""BORUCINO"",""2020"",""04"",7.1,"""",59.8,"""",4.6,"""",3.4,"""""
"254170210,""BORUCINO"",""2020"",""05"",10.0,"""",69.3,"""",5.3,"""",4.7,"""""
"254170210,""BORUCINO"",""2020"",""06"",16.9,"""",74.3,"""",3.8,"""",4.5,"""""
"254170210,""BORUCINO"",""2020"",""07"",16.7,"""",71.3,"""",4.7,"""",4.8,"""""
"254170210,""BORUCINO"",""2020"",""08"",18.8,"""",71.4,"""",3.2,"""",4.0,"""""
"254170210,""BORUCINO"",""2020"",""09"",14.4,"""",80.4,"""",3.6,"""",4.0,"""""
"254170210,""BORUCINO"",""2020"",""10"",9.9,"""",87.0,"""",4.7,"""",6.1,"""""
"254170210,""BORUCINO"",""2020"",""11"",6.1,"""",87.7,"""",5.8,"""",7.0,"""""
"254170210,""BORUCINO"",""2020"",""12"",1.5,"""",87.9,"""",5.4,"""",7.2,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""01"",3.0,"""",.0,""8"",4.6,"""",6.5,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""02"",3.5,"""",.0,""8"",5.0,"""",5.5,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""03"",3.2,"""",.0,""8"",4.2,"""",5.2,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""04"",7.2,"""",.0,""8"",4.4,"""",3.9,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""05"",9.9,"""",.0,""8"",4.4,"""",4.8,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""06"",16.6,"""",.0,""8"",3.6,"""",5.2,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""07"",16.8,"""",.0,""8"",4.2,"""",5.4,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""08"",18.6,"""",.0,""8"",2.9,"""",4.7,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""09"",14.7,"""",.0,""8"",3.1,"""",5.3,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""10"",9.8,"""",.0,""8"",3.4,"""",6.3,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""11"",6.1,"""",.0,""8"",3.7,"""",6.7,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2020"",""12"",1.2,"""",.0,""8"",4.0,"""",6.9,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""01"",2.6,"""",87.7,"""",.0,""8"",6.2,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""02"",3.0,"""",80.3,"""",.0,""8"",5.5,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""03"",3.2,"""",72.9,"""",.0,""8"",4.7,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""04"",6.7,"""",62.8,"""",3.5,"""",3.7,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""05"",9.8,"""",73.6,"""",3.6,"""",4.8,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""06"",17.5,"""",76.4,"""",2.4,"""",5.2,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""07"",17.5,"""",71.9,"""",2.5,"""",5.0,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""08"",18.6,"""",73.4,"""",1.7,"""",4.0,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""09"",14.4,"""",81.6,"""",2.3,"""",4.3,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""10"",9.9,"""",89.1,"""",2.3,"""",6.2,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""11"",5.5,"""",91.8,"""",2.6,"""",6.5,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2020"",""12"",1.5,"""",88.1,"""",3.0,"""",6.8,"""""
"254220090,""OLECKO"",""2020"",""01"",1.6,"""",.0,""8"",.0,""8"",7.4,"""""
"254220090,""OLECKO"",""2020"",""02"",1.8,"""",.0,""8"",.0,""8"",6.2,"""""
"254220090,""OLECKO"",""2020"",""03"",3.2,"""",.0,""8"",.0,""8"",5.4,"""""
"254220090,""OLECKO"",""2020"",""04"",6.9,"""",.0,""8"",.0,""8"",4.0,"""""
"254220090,""OLECKO"",""2020"",""05"",10.4,"""",.0,""8"",.0,""8"",5.0,"""""
"254220090,""OLECKO"",""2020"",""06"",18.7,"""",.0,""8"",.0,""8"",5.5,"""""
"254220090,""OLECKO"",""2020"",""07"",17.8,"""",.0,""8"",.0,""8"",4.7,"""""
"254220090,""OLECKO"",""2020"",""08"",18.9,"""",.0,""8"",.0,""8"",5.1,"""""
"254220090,""OLECKO"",""2020"",""09"",14.7,"""",.0,""8"",.0,""8"",4.9,"""""
"254220090,""OLECKO"",""2020"",""10"",9.8,"""",.0,""8"",.0,""8"",7.1,"""""
"254220090,""OLECKO"",""2020"",""11"",4.7,"""",.0,""8"",.0,""8"",7.6,"""""
"254220090,""OLECKO"",""2020"",""12"",.1,"""",.0,""8"",.0,""8"",7.6,"""""
"249180010,""PSZCZYNA"",""2021"",""02"",-1.3,"""",.0,""8"",.0,""8"",5.3,"""""
"249180010,""PSZCZYNA"",""2021"",""03"",3.2,"""",.0,""8"",.0,""8"",5.0,"""""
"249180010,""PSZCZYNA"",""2021"",""04"",6.3,"""",.0,""8"",.0,""8"",5.4,"""""
"249180010,""PSZCZYNA"",""2021"",""05"",12.5,"""",.0,""8"",.0,""8"",5.4,"""""
"249180010,""PSZCZYNA"",""2021"",""06"",19.4,"""",.0,""8"",.0,""8"",3.0,"""""
"249180010,""PSZCZYNA"",""2021"",""07"",20.7,"""",.0,""8"",.0,""8"",4.4,"""""
"249180010,""PSZCZYNA"",""2021"",""08"",17.3,"""",.0,""8"",.0,""8"",4.8,"""""
"249180010,""PSZCZYNA"",""2021"",""09"",13.9,"""",.0,""8"",.0,""8"",4.3,"""""
"249180010,""PSZCZYNA"",""2021"",""10"",8.7,"""",.0,""8"",.0,""8"",3.3,"""""
"249180010,""PSZCZYNA"",""2021"",""11"",4.4,"""",.0,""8"",.0,""8"",5.9,"""""
"249180010,""PSZCZYNA"",""2021"",""12"",-.5,"""",.0,""8"",.0,""8"",6.6,"""""
"249180160,""BRENNA"",""2021"",""01"",-.1,"""",.0,""8"",.0,""8"",6.0,"""""
"249180160,""BRENNA"",""2021"",""02"",.1,"""",.0,""8"",.0,""8"",5.9,"""""
"249180160,""BRENNA"",""2021"",""03"",3.1,"""",.0,""8"",.0,""8"",5.4,"""""
"249180160,""BRENNA"",""2021"",""04"",6.5,"""",.0,""8"",.0,""8"",5.5,"""""
"249180160,""BRENNA"",""2021"",""05"",12.9,"""",.0,""8"",.0,""8"",5.4,"""""
"249180160,""BRENNA"",""2021"",""06"",19.1,"""",.0,""8"",.0,""8"",3.4,"""""
"249180160,""BRENNA"",""2021"",""07"",21.1,"""",.0,""8"",.0,""8"",4.4,"""""
"249180160,""BRENNA"",""2021"",""08"",17.5,"""",.0,""8"",.0,""8"",5.1,"""""
"249180160,""BRENNA"",""2021"",""09"",14.3,"""",.0,""8"",.0,""8"",4.5,"""""
"249180160,""BRENNA"",""2021"",""10"",9.3,"""",.0,""8"",.0,""8"",3.9,"""""
"249180160,""BRENNA"",""2021"",""11"",5.7,"""",.0,""8"",.0,""8"",6.2,"""""
"249180160,""BRENNA"",""2021"",""12"",.0,"""",.0,""8"",.0,""8"",6.6,"""""
"249190480,""LALIKI"",""2021"",""01"",-3.0,"""",.0,""8"",.0,""8"",6.2,"""""
"249190480,""LALIKI"",""2021"",""02"",-2.0,"""",.0,""8"",.0,""8"",5.6,"""""
"249190480,""LALIKI"",""2021"",""03"",.4,"""",.0,""8"",.0,""8"",5.4,"""""
"249190480,""LALIKI"",""2021"",""04"",3.8,"""",.0,""8"",.0,""8"",5.5,"""""
"249190480,""LALIKI"",""2021"",""05"",9.8,"""",.0,""8"",.0,""8"",5.7,"""""
"249190480,""LALIKI"",""2021"",""06"",17.3,"""",.0,""8"",.0,""8"",3.4,"""""
"249190480,""LALIKI"",""2021"",""07"",19.0,"""",.0,""8"",.0,""8"",4.5,"""""
"249190480,""LALIKI"",""2021"",""08"",14.9,"""",.0,""8"",.0,""8"",5.3,"""""
"249190480,""LALIKI"",""2021"",""09"",12.1,"""",.0,""8"",.0,""8"",4.5,"""""
"249190480,""LALIKI"",""2021"",""10"",7.1,"""",.0,""8"",.0,""8"",3.6,"""""
"249190480,""LALIKI"",""2021"",""11"",2.9,"""",.0,""8"",.0,""8"",5.9,"""""
"249190480,""LALIKI"",""2021"",""12"",-2.6,"""",.0,""8"",.0,""8"",6.4,"""""
"249190560,""JAB£ONKA"",""2021"",""01"",-4.1,"""",.0,""8"",1.1,"""",6.4,"""""
"249190560,""JAB£ONKA"",""2021"",""02"",-3.3,"""",.0,""8"",.0,""8"",5.3,"""""
"249190560,""JAB£ONKA"",""2021"",""03"",-.3,"""",.0,""8"",1.3,"""",5.5,"""""
"249190560,""JAB£ONKA"",""2021"",""04"",3.4,"""",.0,""8"",1.5,"""",5.4,"""""
"249190560,""JAB£ONKA"",""2021"",""05"",9.7,"""",.0,""8"",1.6,"""",5.7,"""""
"249190560,""JAB£ONKA"",""2021"",""06"",16.4,"""",.0,""8"",1.2,"""",3.4,"""""
"249190560,""JAB£ONKA"",""2021"",""07"",18.9,"""",.0,""8"",1.0,"""",4.7,"""""
"249190560,""JAB£ONKA"",""2021"",""08"",14.7,"""",.0,""8"",.8,"""",5.6,"""""
"249190560,""JAB£ONKA"",""2021"",""09"",11.2,"""",.0,""8"",.7,"""",5.3,"""""
"249190560,""JAB£ONKA"",""2021"",""10"",5.1,"""",.0,""8"",1.0,"""",3.5,"""""
"249190560,""JAB£ONKA"",""2021"",""11"",2.2,"""",.0,""8"",1.2,"""",6.0,"""""
"249190560,""JAB£ONKA"",""2021"",""12"",-3.4,"""",.0,""8"",.0,""8"",6.6,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2021"",""02"",.0,""8"",.0,""8"",.0,""8"",.0,""8"""
"249190670,""POLANA CHOCHO£OWSKA"",""2021"",""03"",.0,""8"",.0,""8"",.0,""8"",.0,""8"""
"249190670,""POLANA CHOCHO£OWSKA"",""2021"",""05"",.0,""8"",.0,""8"",.0,""8"",.0,""8"""
"249190670,""POLANA CHOCHO£OWSKA"",""2021"",""06"",14.0,"""",.0,""8"",.0,""8"",3.9,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2021"",""07"",16.1,"""",.0,""8"",.7,"""",5.0,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2021"",""08"",12.2,"""",.0,""8"",.5,"""",5.4,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2021"",""09"",9.1,"""",.0,""8"",.7,"""",4.6,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2021"",""10"",5.0,"""",.0,""8"",1.1,"""",3.1,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2021"",""11"",1.7,"""",.0,""8"",.8,"""",4.3,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2021"",""12"",-4.2,"""",.0,""8"",.0,""8"",6.1,"""""
"249190890,""RADZIECHOWY"",""2021"",""01"",-.9,"""",88.5,"""",2.4,"""",6.2,"""""
"249190890,""RADZIECHOWY"",""2021"",""02"",-.7,"""",86.4,"""",2.5,"""",5.6,"""""
"249190890,""RADZIECHOWY"",""2021"",""03"",2.2,"""",81.3,"""",2.1,"""",5.6,"""""
"249190890,""RADZIECHOWY"",""2021"",""04"",5.3,"""",76.7,"""",2.4,"""",5.7,"""""
"249190890,""RADZIECHOWY"",""2021"",""05"",11.7,"""",75.2,"""",2.5,"""",5.8,"""""
"249190890,""RADZIECHOWY"",""2021"",""06"",17.9,"""",76.6,"""",1.6,"""",3.4,"""""
"249190890,""RADZIECHOWY"",""2021"",""07"",20.1,"""",81.9,"""",1.6,"""",4.4,"""""
"249190890,""RADZIECHOWY"",""2021"",""08"",16.5,"""",85.4,"""",1.5,"""",5.4,"""""
"249190890,""RADZIECHOWY"",""2021"",""09"",12.7,"""",85.0,"""",1.5,"""",4.5,"""""
"249190890,""RADZIECHOWY"",""2021"",""10"",8.0,"""",78.8,"""",2.2,"""",3.4,"""""
"249190890,""RADZIECHOWY"",""2021"",""11"",4.7,"""",83.7,"""",.0,""8"",5.9,"""""
"249190890,""RADZIECHOWY"",""2021"",""12"",-1.2,"""",88.0,"""",2.3,"""",6.4,"""""
"249200020,""£AZY"",""2021"",""01"",-.7,"""",.0,""8"",2.3,"""",6.3,"""""
"249200020,""£AZY"",""2021"",""02"",-.7,"""",.0,""8"",2.9,"""",5.7,"""""
"249200020,""£AZY"",""2021"",""03"",3.2,"""",.0,""8"",2.5,"""",5.4,"""""
"249200020,""£AZY"",""2021"",""04"",6.5,"""",.0,""8"",2.8,"""",5.8,"""""
"249200020,""£AZY"",""2021"",""05"",12.9,"""",.0,""8"",2.8,"""",5.7,"""""
"249200020,""£AZY"",""2021"",""06"",19.1,"""",.0,""8"",1.8,"""",3.7,"""""
"249200020,""£AZY"",""2021"",""07"",21.5,"""",.0,""8"",1.9,"""",5.2,"""""
"249200020,""£AZY"",""2021"",""08"",17.6,"""",.0,""8"",1.8,"""",5.4,"""""
"249200020,""£AZY"",""2021"",""09"",13.7,"""",.0,""8"",2.0,"""",5.2,"""""
"249200020,""£AZY"",""2021"",""10"",8.6,"""",.0,""8"",2.1,"""",3.7,"""""
"249200020,""£AZY"",""2021"",""11"",4.9,"""",.0,""8"",2.4,"""",6.0,"""""
"249200020,""£AZY"",""2021"",""12"",-.4,"""",.0,""8"",.0,""8"",7.1,"""""
"249200130,""JASTRZÊBIA"",""2021"",""01"",-1.9,"""",.0,""8"",1.2,"""",5.7,"""""
"249200130,""JASTRZÊBIA"",""2021"",""02"",-1.9,"""",.0,""8"",1.5,"""",5.7,"""""
"249200130,""JASTRZÊBIA"",""2021"",""03"",1.8,"""",.0,""8"",1.1,"""",4.8,"""""
"249200130,""JASTRZÊBIA"",""2021"",""04"",5.7,"""",.0,""8"",.0,""8"",4.7,"""""
"249200130,""JASTRZÊBIA"",""2021"",""05"",12.3,"""",.0,""8"",1.8,"""",4.3,"""""
"249200130,""JASTRZÊBIA"",""2021"",""06"",18.6,"""",.0,""8"",1.1,"""",2.7,"""""
"249200130,""JASTRZÊBIA"",""2021"",""07"",20.8,"""",.0,""8"",.9,"""",3.8,"""""
"249200130,""JASTRZÊBIA"",""2021"",""08"",16.6,"""",.0,""8"",.7,"""",4.9,"""""
"249200130,""JASTRZÊBIA"",""2021"",""09"",12.7,"""",.0,""8"",.9,"""",4.3,"""""
"249200130,""JASTRZÊBIA"",""2021"",""10"",7.2,"""",.0,""8"",.0,""8"",3.1,"""""
"249200130,""JASTRZÊBIA"",""2021"",""11"",4.3,"""",.0,""8"",1.1,"""",4.9,"""""
"249200130,""JASTRZÊBIA"",""2021"",""12"",-.9,"""",.0,""8"",1.2,"""",6.8,"""""
"249200180,""LIMANOWA"",""2021"",""01"",-1.5,"""",82.5,"""",2.7,"""",6.0,"""""
"249200180,""LIMANOWA"",""2021"",""02"",-1.0,"""",81.9,"""",3.0,"""",5.9,"""""
"249200180,""LIMANOWA"",""2021"",""03"",2.1,"""",75.5,"""",2.7,"""",5.7,"""""
